fips,state,county,medianAge
48181,TX,Grayson County,39.4
48183,TX,Gregg County,36
48185,TX,Grimes County,40.4
48187,TX,Guadalupe County,37.9
48189,TX,Hale County,34.2
48191,TX,Hall County,44.3
48193,TX,Hamilton County,45.5
48195,TX,Hansford County,34.7
48197,TX,Hardeman County,42.4
48199,TX,Hardin County,39.2
48201,TX,Harris County,34.5
48203,TX,Harrison County,38.6
48205,TX,Hartley County,40
48207,TX,Haskell County,42.6
48209,TX,Hays County,33.7
48211,TX,Hemphill County,38.6
48213,TX,Henderson County,43.7
48215,TX,Hidalgo County,30.2
48217,TX,Hill County,41.5
48219,TX,Hockley County,35.9
48221,TX,Hood County,46.2
48223,TX,Hopkins County,39.2
48225,TX,Houston County,44.2
48227,TX,Howard County,37.6
48229,TX,Hudspeth County,34.1
48231,TX,Hunt County,37
48233,TX,Hutchinson County,38.8
48235,TX,Irion County,42.6
48237,TX,Jack County,38.3
48239,TX,Jackson County,39
48241,TX,Jasper County,42
48243,TX,Jeff Davis County,61.7
48245,TX,Jefferson County,37
48247,TX,Jim Hogg County,35
48249,TX,Jim Wells County,35.8
48251,TX,Johnson County,36.6
48253,TX,Jones County,38.4
48255,TX,Karnes County,35.2
48257,TX,Kaufman County,33.9
48259,TX,Kendall County,42.9
48261,TX,Kenedy County,43.5
48263,TX,Kent County,45.5
48265,TX,Kerr County,47.9
48267,TX,Kimble County,50.3
48269,TX,King County,42.8
48271,TX,Kinney County,41.8
48273,TX,Kleberg County,28.4
48275,TX,Knox County,39.2
48277,TX,Lamar County,39.4
48279,TX,Lamb County,36.9
48281,TX,Lampasas County,43.7
48283,TX,La Salle County,32.2
48285,TX,Lavaca County,43.1
48287,TX,Lee County,42.9
48289,TX,Leon County,44.6
48291,TX,Liberty County,33
48293,TX,Limestone County,41.6
48295,TX,Lipscomb County,41.4
48297,TX,Live Oak County,40.6
48299,TX,Llano County,57.7
48301,TX,Loving County,35.3
48303,TX,Lubbock County,31.5
48305,TX,Lynn County,36.7
48307,TX,McCulloch County,44.3
48309,TX,McLennan County,33.5
48311,TX,McMullen County,44.2
48313,TX,Madison County,34.3
48315,TX,Marion County,51.1
48317,TX,Martin County,32.7
48319,TX,Mason County,51
48321,TX,Matagorda County,37.6
48323,TX,Maverick County,30.2
48325,TX,Medina County,39.3
48327,TX,Menard County,51.4
48329,TX,Midland County,32.4
48331,TX,Milam County,41.9
48333,TX,Mills County,49.3
48335,TX,Mitchell County,34.9
48337,TX,Montague County,42.9
48339,TX,Montgomery County,37.1
48341,TX,Moore County,31.9
48343,TX,Morris County,42.1
48345,TX,Motley County,49.3
48347,TX,Nacogdoches County,32
48349,TX,Navarro County,36.4
48351,TX,Newton County,46.2
48353,TX,Nolan County,38.4
48355,TX,Nueces County,36.6
48357,TX,Ochiltree County,33.1
48359,TX,Oldham County,42.3
48361,TX,Orange County,37.5
48363,TX,Palo Pinto County,40.9
48365,TX,Panola County,41
48367,TX,Parker County,39.3
48369,TX,Parmer County,35.3
48371,TX,Pecos County,36.1
48373,TX,Polk County,43.6
48375,TX,Potter County,34.9
48377,TX,Presidio County,38.7
48379,TX,Rains County,47.2
48381,TX,Randall County,36.6
48383,TX,Reagan County,34.2
48385,TX,Real County,52.3
48387,TX,Red River County,46.2
48389,TX,Reeves County,33.8
48391,TX,Refugio County,42.6
48393,TX,Roberts County,42.3
48395,TX,Robertson County,41.3
48397,TX,Rockwall County,37.4
48399,TX,Runnels County,40.7
48401,TX,Rusk County,39.3
48403,TX,Sabine County,53.7
48405,TX,San Augustine County,48.9
48407,TX,San Jacinto County,45.1
48409,TX,San Patricio County,36.4
48411,TX,San Saba County,40
48413,TX,Schleicher County,41
48415,TX,Scurry County,36.1
48417,TX,Shackelford County,42
48419,TX,Shelby County,38.5
48421,TX,Sherman County,36.1
48423,TX,Smith County,37.1
48425,TX,Somervell County,43.2
48427,TX,Starr County,29.3
48429,TX,Stephens County,40.1
48431,TX,Sterling County,35.2
48433,TX,Stonewall County,46.8
48435,TX,Sutton County,41.1
48437,TX,Swisher County,36.2
48439,TX,Tarrant County,35.1
48441,TX,Taylor County,32.7
48443,TX,Terrell County,51.5
48445,TX,Terry County,34.6
48447,TX,Throckmorton County,45.9
48449,TX,Titus County,34.4
48451,TX,Tom Green County,35.6
48453,TX,Travis County,35.6
48455,TX,Trinity County,48.5
48457,TX,Tyler County,42.7
48459,TX,Upshur County,40.7
48461,TX,Upton County,36.1
48463,TX,Uvalde County,33.8
48465,TX,Val Verde County,31.6
48467,TX,Van Zandt County,42.1
48469,TX,Victoria County,36.6
48471,TX,Walker County,37.1
48473,TX,Waller County,29.4
48475,TX,Ward County,34.2
48477,TX,Washington County,42.3
48479,TX,Webb County,29.8
48481,TX,Wharton County,37.5
48483,TX,Wheeler County,41.2
48485,TX,Wichita County,35
48487,TX,Wilbarger County,39.7
48489,TX,Willacy County,33.3
48491,TX,Williamson County,37.1
48493,TX,Wilson County,40.6
48495,TX,Winkler County,35.1
48497,TX,Wise County,39
48499,TX,Wood County,48.7
48501,TX,Yoakum County,30.1
48503,TX,Young County,40.7
48505,TX,Zapata County,30.6
48507,TX,Zavala County,32.5
49001,UT,Beaver County,34
49003,UT,Box Elder County,32.7
49005,UT,Cache County,25.8
49007,UT,Carbon County,38.7
49009,UT,Daggett County,48.5
49011,UT,Davis County,32.5
49013,UT,Duchesne County,33.6
49015,UT,Emery County,37.7
49017,UT,Garfield County,42.7
49019,UT,Grand County,41.1
49021,UT,Iron County,30.3
49023,UT,Juab County,30.4
49025,UT,Kane County,42.9
49027,UT,Millard County,35.2
49029,UT,Morgan County,32.9
49031,UT,Piute County,47.4
49033,UT,Rich County,39.1
49035,UT,Salt Lake County,34
49037,UT,San Juan County,34.8
49039,UT,Sanpete County,34
49041,UT,Sevier County,36.8
49043,UT,Summit County,41.5
49045,UT,Tooele County,32
49047,UT,Uintah County,33
49049,UT,Utah County,25.7
49051,UT,Wasatch County,36.6
49053,UT,Washington County,39.2
49055,UT,Wayne County,42.6
49057,UT,Weber County,33.7
50001,VT,Addison County,44.4
50003,VT,Bennington County,47.3
50005,VT,Caledonia County,45.3
50007,VT,Chittenden County,37.3
50009,VT,Essex County,51.4
50011,VT,Franklin County,41.2
50013,VT,Grand Isle County,48.7
50015,VT,Lamoille County,42.2
50017,VT,Orange County,46.6
50019,VT,Orleans County,45.3
50021,VT,Rutland County,47.5
50023,VT,Washington County,44.1
50025,VT,Windham County,47.8
50027,VT,Windsor County,47.9
51001,VA,Accomack County,47.8
51003,VA,Albemarle County,40.1
51005,VA,Alleghany County,49.3
51007,VA,Amelia County,44.5
51009,VA,Amherst County,44
51011,VA,Appomattox County,42
51013,VA,Arlington County,35.5
51015,VA,Augusta County,45.2
51017,VA,Bath County,52.3
51019,VA,Bedford County,47
51021,VA,Bland County,48.3
51023,VA,Botetourt County,48.1
51025,VA,Brunswick County,43.9
51027,VA,Buchanan County,47.6
51029,VA,Buckingham County,43.5
51031,VA,Campbell County,43.7
51033,VA,Caroline County,39.8
51035,VA,Carroll County,49.6
51036,VA,Charles City County,53
51037,VA,Charlotte County,45.6
51041,VA,Chesterfield County,39.2
51043,VA,Clarke County,47.1
51045,VA,Craig County,49.8
51047,VA,Culpeper County,39.7
51049,VA,Cumberland County,46.3
51051,VA,Dickenson County,46.1
51053,VA,Dinwiddie County,43.5
51057,VA,Essex County,48.2
51059,VA,Fairfax County,39.1
51061,VA,Fauquier County,41.4
51063,VA,Floyd County,47.9
51065,VA,Fluvanna County,43.8
51067,VA,Franklin County,48.8
51069,VA,Frederick County,41.2
51071,VA,Giles County,45.6
51073,VA,Gloucester County,44.3
51075,VA,Goochland County,49.7
51077,VA,Grayson County,49.1
51079,VA,Greene County,41.1
51081,VA,Greensville County,40.8
51083,VA,Halifax County,46.5
51085,VA,Hanover County,42.6
51087,VA,Henrico County,39.4
51089,VA,Henry County,48
51091,VA,Highland County,60
51093,VA,Isle of Wight County,43
51095,VA,James City County,47.2
51097,VA,King and Queen County,48.1
51099,VA,King George County,38.6
51101,VA,King William County,40.2
51103,VA,Lancaster County,58.9
51105,VA,Lee County,45.1
51107,VA,Loudoun County,38
51109,VA,Louisa County,44.7
51111,VA,Lunenburg County,44.5
51113,VA,Madison County,46.4
51115,VA,Mathews County,55
51117,VA,Mecklenburg County,49.2
51119,VA,Middlesex County,55.5
51121,VA,Montgomery County,30.2
51125,VA,Nelson County,51.7
51127,VA,New Kent County,42.4
51131,VA,Northampton County,51.9
51133,VA,Northumberland County,59
51135,VA,Nottoway County,40.3
51137,VA,Orange County,42.6
51139,VA,Page County,45.5
51141,VA,Patrick County,51.3
51143,VA,Pittsylvania County,48.1
51145,VA,Powhatan County,45.9
51147,VA,Prince Edward County,31.7
51149,VA,Prince George County,33.9
51153,VA,Prince William County,36.3
51155,VA,Pulaski County,46.9
51157,VA,Rappahannock County,52.2
51159,VA,Richmond County,42.4
51161,VA,Roanoke County,43.9
51163,VA,Rockbridge County,49.8
51165,VA,Rockingham County,41.1
51167,VA,Russell County,46.8
51169,VA,Scott County,47.9
51171,VA,Shenandoah County,43.9
51173,VA,Smyth County,45.7
51175,VA,Southampton County,47.3
51177,VA,Spotsylvania County,38.5
51179,VA,Stafford County,36.6
51181,VA,Surry County,50.8
51183,VA,Sussex County,40.4
51185,VA,Tazewell County,45
51187,VA,Warren County,40.7
51191,VA,Washington County,47.4
51193,VA,Westmoreland County,49.2
51195,VA,Wise County,41.8
51197,VA,Wythe County,45.9
51199,VA,York County,39.8
51510,VA,Alexandria city,38
51520,VA,Bristol city,43.3
51530,VA,Buena Vista city,35.5
51540,VA,Charlottesville city,33
51550,VA,Chesapeake city,37.8
51570,VA,Colonial Heights city,38.9
51580,VA,Covington city,40.7
51590,VA,Danville city,40.8
51595,VA,Emporia city,39.2
51600,VA,Fairfax city,36.5
51610,VA,Falls Church city,39.6
51620,VA,Franklin city,38
51630,VA,Fredericksburg city,31.1
51640,VA,Galax city,38.4
51650,VA,Hampton city,36.4
51660,VA,Harrisonburg city,24.9
51670,VA,Hopewell city,36.3
51678,VA,Lexington city,21.9
51680,VA,Lynchburg city,28.5
51683,VA,Manassas city,35
51685,VA,Manassas Park city,36.4
51690,VA,Martinsville city,37.8
51700,VA,Newport News city,34.2
51710,VA,Norfolk city,32.6
51720,VA,Norton city,38
51730,VA,Petersburg city,36.5
51735,VA,Poquoson city,41.8
51740,VA,Portsmouth city,35.7
51750,VA,Radford city,23.5
51760,VA,Richmond city,34.8
51770,VA,Roanoke city,38.7
51775,VA,Salem city,40.4
51790,VA,Staunton city,41.7
51800,VA,Suffolk city,38.3
51810,VA,Virginia Beach city,37.8
51820,VA,Waynesboro city,39
51830,VA,Williamsburg city,26.5
51840,VA,Winchester city,37.4
53001,WA,Adams County,28.6
53003,WA,Asotin County,46
53005,WA,Benton County,36.4
53007,WA,Chelan County,40.7
53009,WA,Clallam County,52.2
53011,WA,Clark County,39.2
53013,WA,Columbia County,50.6
53015,WA,Cowlitz County,41
53017,WA,Douglas County,38.6
53019,WA,Ferry County,51.8
53021,WA,Franklin County,31
53023,WA,Garfield County,46.6
53025,WA,Grant County,33.5
53027,WA,Grays Harbor County,44.7
53029,WA,Island County,44.8
53031,WA,Jefferson County,60.4
53033,WA,King County,37.4
53035,WA,Kitsap County,40
53037,WA,Kittitas County,37.6
53039,WA,Klickitat County,47.1
53041,WA,Lewis County,42.1
53043,WA,Lincoln County,46.5
53045,WA,Mason County,45
53047,WA,Okanogan County,42.7
53049,WA,Pacific County,54.8
53051,WA,Pend Oreille County,49.8
53053,WA,Pierce County,36.9
53055,WA,San Juan County,56.8
53057,WA,Skagit County,42.2
53059,WA,Skamania County,48.6
53061,WA,Snohomish County,38.6
53063,WA,Spokane County,38.3
53065,WA,Stevens County,46.7
53067,WA,Thurston County,39.9
53069,WA,Wahkiakum County,54.6
53071,WA,Walla Walla County,38.8
53073,WA,Whatcom County,38.3
53075,WA,Whitman County,25.7
53077,WA,Yakima County,33.1
54001,WV,Barbour County,42.3
54003,WV,Berkeley County,38.6
54005,WV,Boone County,45.6
54007,WV,Braxton County,47
54009,WV,Brooke County,47.2
54011,WV,Cabell County,38.8
54013,WV,Calhoun County,49.1
54015,WV,Clay County,44.9
54017,WV,Doddridge County,45.5
54019,WV,Fayette County,44.8
54021,WV,Gilmer County,39.6
54023,WV,Grant County,47.3
54025,WV,Greenbrier County,46.5
54027,WV,Hampshire County,48.6
54029,WV,Hancock County,47.2
54031,WV,Hardy County,47
54033,WV,Harrison County,42.8
54035,WV,Jackson County,43.9
54037,WV,Jefferson County,41.9
54039,WV,Kanawha County,43.6
54041,WV,Lewis County,43.6
54043,WV,Lincoln County,44.2
54045,WV,Logan County,44.5
54047,WV,McDowell County,46.2
54049,WV,Marion County,40.5
54051,WV,Marshall County,46.6
54053,WV,Mason County,44.5
54055,WV,Mercer County,43.2
54057,WV,Mineral County,44.4
54059,WV,Mingo County,43.9
54061,WV,Monongalia County,32.5
54063,WV,Monroe County,47.6
54065,WV,Morgan County,49.5
54067,WV,Nicholas County,46.1
54069,WV,Ohio County,43
54071,WV,Pendleton County,50.4
54073,WV,Pleasants County,43.4
54075,WV,Pocahontas County,49.8
54077,WV,Preston County,43.1
54079,WV,Putnam County,43
54081,WV,Raleigh County,42.8
54083,WV,Randolph County,44.2
54085,WV,Ritchie County,47.2
54087,WV,Roane County,46.5
54089,WV,Summers County,49.5
54091,WV,Taylor County,44.4
54093,WV,Tucker County,51.8
54095,WV,Tyler County,48.4
54097,WV,Upshur County,42.7
54099,WV,Wayne County,44.8
54101,WV,Webster County,48.6
54103,WV,Wetzel County,45.7
54105,WV,Wirt County,45.9
54107,WV,Wood County,43.8
54109,WV,Wyoming County,45.7
55001,WI,Adams County,55.7
55003,WI,Ashland County,43.1
55005,WI,Barron County,45.2
55007,WI,Bayfield County,54.2
55009,WI,Brown County,38.4
55011,WI,Buffalo County,46.7
55013,WI,Burnett County,55.7
55015,WI,Calumet County,42
55017,WI,Chippewa County,42
55019,WI,Clark County,37.3
55021,WI,Columbia County,43
55023,WI,Crawford County,46.9
55025,WI,Dane County,35.9
55027,WI,Dodge County,43
55029,WI,Door County,54.4
55031,WI,Douglas County,42.9
55033,WI,Dunn County,36.1
55035,WI,Eau Claire County,35.8
55037,WI,Florence County,55.9
55039,WI,Fond du Lac County,42
55041,WI,Forest County,49.2
55043,WI,Grant County,37
55045,WI,Green County,44.1
55047,WI,Green Lake County,45.9
55049,WI,Iowa County,43.6
55051,WI,Iron County,55.8
55053,WI,Jackson County,42.8
55055,WI,Jefferson County,42
55057,WI,Juneau County,45.7
55059,WI,Kenosha County,39.5
55061,WI,Kewaunee County,44.9
55063,WI,La Crosse County,37.1
55065,WI,Lafayette County,41.6
55067,WI,Langlade County,49.2
55069,WI,Lincoln County,49.4
55071,WI,Manitowoc County,45.4
55073,WI,Marathon County,41.4
55075,WI,Marinette County,49.1
55077,WI,Marquette County,50.6
55078,WI,Menominee County,31.9
55079,WI,Milwaukee County,35.5
55081,WI,Monroe County,40.3
55083,WI,Oconto County,47.3
55085,WI,Oneida County,52.6
55087,WI,Outagamie County,39.2
55089,WI,Ozaukee County,43.8
55091,WI,Pepin County,45.7
55093,WI,Pierce County,38.5
55095,WI,Polk County,46.8
55097,WI,Portage County,38.2
55099,WI,Price County,52.8
55101,WI,Racine County,40.7
55103,WI,Richland County,46.6
55105,WI,Rock County,40.5
55107,WI,Rusk County,49.1
55109,WI,St. Croix County,40.6
55111,WI,Sauk County,42
55113,WI,Sawyer County,51.9
55115,WI,Shawano County,45.3
55117,WI,Sheboygan County,41.9
55119,WI,Taylor County,44.5
55121,WI,Trempealeau County,41.1
55123,WI,Vernon County,42.1
55125,WI,Vilas County,56.2
55127,WI,Walworth County,41.6
55129,WI,Washburn County,52.7
55131,WI,Washington County,44
55133,WI,Waukesha County,43.5
55135,WI,Waupaca County,45.4
55137,WI,Waushara County,50.3
55139,WI,Winnebago County,39.1
55141,WI,Wood County,43.9
56001,WY,Albany County,28
56003,WY,Big Horn County,41.8
56005,WY,Campbell County,36.3
56007,WY,Carbon County,39.7
56009,WY,Converse County,40.3
56011,WY,Crook County,43.8
56013,WY,Fremont County,39.9
56015,WY,Goshen County,43.4
56017,WY,Hot Springs County,49.1
56019,WY,Johnson County,47.2
56021,WY,Laramie County,38.2
56023,WY,Lincoln County,41.6
56025,WY,Natrona County,38.5
56027,WY,Niobrara County,44.3
56029,WY,Park County,44.7
56031,WY,Platte County,47.8
56033,WY,Sheridan County,43.5
56035,WY,Sublette County,44.7
56037,WY,Sweetwater County,37.7
56039,WY,Teton County,41
56041,WY,Uinta County,38
56043,WY,Washakie County,44.8
56045,WY,Weston County,44.5
