fips,state,county,lessThanHighSchoolProp
18083,IN,Knox County,0.113187267
18085,IN,Kosciusko County,0.122698356
18087,IN,LaGrange County,0.404128656
18089,IN,Lake County,0.101971864
18091,IN,LaPorte County,0.106194241
18093,IN,Lawrence County,0.112002759
18095,IN,Madison County,0.102399206
18097,IN,Marion County,0.131086671
18099,IN,Marshall County,0.144703011
18101,IN,Martin County,0.126600698
18103,IN,Miami County,0.136048218
18105,IN,Monroe County,0.061484177
18107,IN,Montgomery County,0.09474214
18109,IN,Morgan County,0.115174375
18111,IN,Newton County,0.12174525
18113,IN,Noble County,0.171583289
18115,IN,Ohio County,0.106754306
18117,IN,Orange County,0.151184765
18119,IN,Owen County,0.141435958
18121,IN,Parke County,0.151211938
18123,IN,Perry County,0.092065814
18125,IN,Pike County,0.117742122
18127,IN,Porter County,0.0593663
18129,IN,Posey County,0.073196685
18131,IN,Pulaski County,0.127965906
18133,IN,Putnam County,0.108565372
18135,IN,Randolph County,0.109396914
18137,IN,Ripley County,0.098470948
18139,IN,Rush County,0.102699887
18141,IN,St. Joseph County,0.089856509
18143,IN,Scott County,0.19027977
18145,IN,Shelby County,0.109329306
18147,IN,Spencer County,0.085873553
18149,IN,Starke County,0.144316412
18151,IN,Steuben County,0.076267971
18153,IN,Sullivan County,0.125727668
18155,IN,Switzerland County,0.150481838
18157,IN,Tippecanoe County,0.074203274
18159,IN,Tipton County,0.094475947
18161,IN,Union County,0.117783356
18163,IN,Vanderburgh County,0.090526487
18165,IN,Vermillion County,0.085730038
18167,IN,Vigo County,0.103619258
18169,IN,Wabash County,0.101355167
18171,IN,Warren County,0.064900662
18173,IN,Warrick County,0.054538407
18175,IN,Washington County,0.133329905
18177,IN,Wayne County,0.118439857
18179,IN,Wells County,0.067974957
18181,IN,White County,0.108554572
18183,IN,Whitley County,0.078626566
19000,IA,Iowa,0.071881292
19001,IA,Adair County,0.053030303
19003,IA,Adams County,0.054702136
19005,IA,Allamakee County,0.09645448
19007,IA,Appanoose County,0.091338946
19009,IA,Audubon County,0.082157882
19011,IA,Benton County,0.057686907
19013,IA,Black Hawk County,0.078879738
19015,IA,Boone County,0.058537616
19017,IA,Bremer County,0.035127513
19019,IA,Buchanan County,0.062413718
19021,IA,Buena Vista County,0.206332212
19023,IA,Butler County,0.05856833
19025,IA,Calhoun County,0.059974479
19027,IA,Carroll County,0.057791977
19029,IA,Cass County,0.10665383
19031,IA,Cedar County,0.04447152
19033,IA,Cerro Gordo County,0.064885744
19035,IA,Cherokee County,0.064769027
19037,IA,Chickasaw County,0.066658528
19039,IA,Clarke County,0.154861002
19041,IA,Clay County,0.045527299
19043,IA,Clayton County,0.090709939
19045,IA,Clinton County,0.080183877
19047,IA,Crawford County,0.187019321
19049,IA,Dallas County,0.041135831
19051,IA,Davis County,0.205105478
19053,IA,Decatur County,0.101040119
19055,IA,Delaware County,0.078077082
19057,IA,Des Moines County,0.070675144
19059,IA,Dickinson County,0.04446838
19061,IA,Dubuque County,0.062470651
19063,IA,Emmet County,0.102525099
19065,IA,Fayette County,0.074333284
19067,IA,Floyd County,0.071948411
19069,IA,Franklin County,0.091881866
19071,IA,Fremont County,0.052675938
19073,IA,Greene County,0.068104975
19075,IA,Grundy County,0.045903544
19077,IA,Guthrie County,0.056289641
19079,IA,Hamilton County,0.064975481
19081,IA,Hancock County,0.082436811
19083,IA,Hardin County,0.076291175
19085,IA,Harrison County,0.078143477
19087,IA,Henry County,0.080891811
19089,IA,Howard County,0.084207231
19091,IA,Humboldt County,0.068909064
19093,IA,Ida County,0.073861218
19095,IA,Iowa County,0.054562721
19097,IA,Jackson County,0.064814141
19099,IA,Jasper County,0.058555334
19101,IA,Jefferson County,0.072262901
19103,IA,Johnson County,0.037643716
19105,IA,Jones County,0.053291749
19107,IA,Keokuk County,0.070250284
19109,IA,Kossuth County,0.064193056
19111,IA,Lee County,0.066958151
19113,IA,Linn County,0.051030301
19115,IA,Louisa County,0.154636459
19117,IA,Lucas County,0.071676875
19119,IA,Lyon County,0.062662507
19121,IA,Madison County,0.035268779
19123,IA,Mahaska County,0.080357143
19125,IA,Marion County,0.059780399
19127,IA,Marshall County,0.147318065
19129,IA,Mills County,0.047787611
19131,IA,Mitchell County,0.07240323
19133,IA,Monona County,0.071933205
19135,IA,Monroe County,0.064990329
19137,IA,Montgomery County,0.078091722
19139,IA,Muscatine County,0.103911938
19141,IA,O'Brien County,0.084057072
19143,IA,Osceola County,0.114265928
19145,IA,Page County,0.079227399
19147,IA,Palo Alto County,0.065369019
19149,IA,Plymouth County,0.056299328
19151,IA,Pocahontas County,0.104777198
19153,IA,Polk County,0.075102295
19155,IA,Pottawattamie County,0.100407892
19157,IA,Poweshiek County,0.058274095
19159,IA,Ringgold County,0.067322472
19161,IA,Sac County,0.064043653
19163,IA,Scott County,0.060627337
19165,IA,Shelby County,0.065212179
19167,IA,Sioux County,0.079841262
19169,IA,Story County,0.031450393
19171,IA,Tama County,0.092961373
19173,IA,Taylor County,0.09193154
19175,IA,Union County,0.089287866
19177,IA,Van Buren County,0.121907778
19179,IA,Wapello County,0.120098243
19181,IA,Warren County,0.042260931
19183,IA,Washington County,0.080841857
19185,IA,Wayne County,0.105202842
19187,IA,Webster County,0.084974631
19189,IA,Winnebago County,0.056877941
19191,IA,Winneshiek County,0.041155999
19193,IA,Woodbury County,0.12256172
19195,IA,Worth County,0.068746497
19197,IA,Wright County,0.073181665
20000,KS,Kansas,0.083921494
20001,KS,Allen County,0.073435132
20003,KS,Anderson County,0.144335825
20005,KS,Atchison County,0.060477923
20007,KS,Barber County,0.087285223
20009,KS,Barton County,0.113458888
20011,KS,Bourbon County,0.098797976
20013,KS,Brown County,0.064957265
20015,KS,Butler County,0.063030056
20017,KS,Chase County,0.065049614
20019,KS,Chautauqua County,0.119605425
20021,KS,Cherokee County,0.116628261
20023,KS,Cheyenne County,0.078810021
20025,KS,Clark County,0.056657224
20027,KS,Clay County,0.058438109
20029,KS,Cloud County,0.049833887
20031,KS,Coffey County,0.061596052
20033,KS,Comanche County,0.042328042
20035,KS,Cowley County,0.081143707
20037,KS,Crawford County,0.067815406
20039,KS,Decatur County,0.065646594
20041,KS,Dickinson County,0.066564063
20043,KS,Doniphan County,0.08839556
20045,KS,Douglas County,0.037424807
20047,KS,Edwards County,0.12667304
20049,KS,Elk County,0.127959414
20051,KS,Ellis County,0.059669626
20053,KS,Ellsworth County,0.083279256
20055,KS,Finney County,0.281670268
20057,KS,Ford County,0.249381518
20059,KS,Franklin County,0.072151317
20061,KS,Geary County,0.061772924
20063,KS,Gove County,0.056859677
20065,KS,Graham County,0.062146893
20067,KS,Grant County,0.208968814
20069,KS,Gray County,0.224152663
20071,KS,Greeley County,0.12173913
20073,KS,Greenwood County,0.076414234
20075,KS,Hamilton County,0.187730061
20077,KS,Harper County,0.109245937
20079,KS,Harvey County,0.083329642
20081,KS,Haskell County,0.276463263
20083,KS,Hodgeman County,0.085759245
20085,KS,Jackson County,0.056901408
20087,KS,Jefferson County,0.051485913
20089,KS,Jewell County,0.072744015
20091,KS,Johnson County,0.037300667
20093,KS,Kearny County,0.22274276
20095,KS,Kingman County,0.088334584
20097,KS,Kiowa County,0.118718593
20099,KS,Labette County,0.099352209
20101,KS,Lane County,0.042592593
20103,KS,Leavenworth County,0.070468042
20105,KS,Lincoln County,0.044790652
20107,KS,Linn County,0.063193228
20109,KS,Logan County,0.075052854
20111,KS,Lyon County,0.116445458
20113,KS,McPherson County,0.082867236
20115,KS,Marion County,0.081783471
20117,KS,Marshall County,0.085862966
20119,KS,Meade County,0.154961832
20121,KS,Miami County,0.047073626
20123,KS,Mitchell County,0.051702073
20125,KS,Montgomery County,0.099633564
20127,KS,Morris County,0.072008114
20129,KS,Morton County,0.122584208
20131,KS,Nemaha County,0.065543924
20133,KS,Neosho County,0.089815253
20135,KS,Ness County,0.085140137
20137,KS,Norton County,0.09757318
20139,KS,Osage County,0.082625765
20141,KS,Osborne County,0.058915947
20143,KS,Ottawa County,0.050272412
20145,KS,Pawnee County,0.092638037
20147,KS,Phillips County,0.090986395
20149,KS,Pottawatomie County,0.043124132
20151,KS,Pratt County,0.071559328
20153,KS,Rawlins County,0.045381741
20155,KS,Reno County,0.087192695
20157,KS,Republic County,0.048031026
20159,KS,Rice County,0.071170283
20161,KS,Riley County,0.038884261
20163,KS,Rooks County,0.095211108
20165,KS,Rush County,0.075882069
20167,KS,Russell County,0.069177068
20169,KS,Saline County,0.066554247
20171,KS,Scott County,0.160023974
20173,KS,Sedgwick County,0.104468403
20175,KS,Seward County,0.295776831
20177,KS,Shawnee County,0.067997208
20179,KS,Sheridan County,0.041593439
20181,KS,Sherman County,0.097366321
20183,KS,Smith County,0.038344723
20185,KS,Stafford County,0.077889447
20187,KS,Stanton County,0.18441358
20189,KS,Stevens County,0.261332522
20191,KS,Sumner County,0.066574839
20193,KS,Thomas County,0.079235517
20195,KS,Trego County,0.052998605
20197,KS,Wabaunsee County,0.035812672
20199,KS,Wallace County,0.042990654
20201,KS,Washington County,0.063245205
20203,KS,Wichita County,0.134020619
20205,KS,Wilson County,0.093417553
20207,KS,Woodson County,0.093842887
20209,KS,Wyandotte County,0.188344207
21000,KY,Kentucky,0.123450172
21001,KY,Adair County,0.148142267
21003,KY,Allen County,0.140794478
21005,KY,Anderson County,0.088667528
21007,KY,Ballard County,0.107908485
21009,KY,Barren County,0.157558063
21011,KY,Bath County,0.179828735
21013,KY,Bell County,0.246787823
21015,KY,Boone County,0.068183098
21017,KY,Bourbon County,0.142067877
21019,KY,Boyd County,0.117477019
21021,KY,Boyle County,0.103030005
21023,KY,Bracken County,0.111342352
21025,KY,Breathitt County,0.225393902
21027,KY,Breckinridge County,0.139061053
21029,KY,Bullitt County,0.105086098
21031,KY,Butler County,0.191705069
21033,KY,Caldwell County,0.130777903
21035,KY,Calloway County,0.097937922
21037,KY,Campbell County,0.069888453
21039,KY,Carlisle County,0.147032239
21041,KY,Carroll County,0.192448063
21043,KY,Carter County,0.204971319
21045,KY,Casey County,0.255495005
21047,KY,Christian County,0.13820326
21049,KY,Clark County,0.107705982
21051,KY,Clay County,0.31654774
21053,KY,Clinton County,0.21896938
21055,KY,Crittenden County,0.142385667
21057,KY,Cumberland County,0.203631349
21059,KY,Daviess County,0.090744023
21061,KY,Edmonson County,0.191009964
21063,KY,Elliott County,0.248818611
21065,KY,Estill County,0.257332541
21067,KY,Fayette County,0.076365687
21069,KY,Fleming County,0.186871674
21071,KY,Floyd County,0.228641332
21073,KY,Franklin County,0.094296241
21075,KY,Fulton County,0.2
21077,KY,Gallatin County,0.150223444
21079,KY,Garrard County,0.145343137
21081,KY,Grant County,0.117336683
21083,KY,Graves County,0.105312058
21085,KY,Grayson County,0.167737969
21087,KY,Green County,0.191875
21089,KY,Greenup County,0.09819303
21091,KY,Hancock County,0.144609848
21093,KY,Hardin County,0.079786724
21095,KY,Harlan County,0.251472852
21097,KY,Harrison County,0.149761428
21099,KY,Hart County,0.220224194
21101,KY,Henderson County,0.115240923
21103,KY,Henry County,0.15712284
21105,KY,Hickman County,0.112962963
21107,KY,Hopkins County,0.123080811
21109,KY,Jackson County,0.286555447
21111,KY,Jefferson County,0.087470384
21113,KY,Jessamine County,0.103140289
21115,KY,Johnson County,0.169400611
21117,KY,Kenton County,0.084542895
21119,KY,Knott County,0.295851528
21121,KY,Knox County,0.239735099
21123,KY,Larue County,0.191894206
21125,KY,Laurel County,0.175097458
21127,KY,Lawrence County,0.235797459
21129,KY,Lee County,0.270762871
21131,KY,Leslie County,0.164596273
21133,KY,Letcher County,0.230438134
21135,KY,Lewis County,0.228349896
21137,KY,Lincoln County,0.176467084
21139,KY,Livingston County,0.135969582
21141,KY,Logan County,0.124785959
21143,KY,Lyon County,0.107674351
21145,KY,McCracken County,0.075722983
21147,KY,McCreary County,0.220303107
21149,KY,McLean County,0.099843994
21151,KY,Madison County,0.103359037
21153,KY,Magoffin County,0.278842676
21155,KY,Marion County,0.147343903
21157,KY,Marshall County,0.082088904
21159,KY,Martin County,0.262816665
21161,KY,Mason County,0.139032013
21163,KY,Meade County,0.106956016
21165,KY,Menifee County,0.233811286
21167,KY,Mercer County,0.118729631
21169,KY,Metcalfe County,0.184649923
21171,KY,Monroe County,0.192662904
21173,KY,Montgomery County,0.145899838
21175,KY,Morgan County,0.230920342
21177,KY,Muhlenberg County,0.166507872
21179,KY,Nelson County,0.078754751
21181,KY,Nicholas County,0.189142195
21183,KY,Ohio County,0.186897057
21185,KY,Oldham County,0.060732891
21187,KY,Owen County,0.171384457
21189,KY,Owsley County,0.314572864
21191,KY,Pendleton County,0.165870647
21193,KY,Perry County,0.221638549
21195,KY,Pike County,0.211174197
21197,KY,Powell County,0.179925734
21199,KY,Pulaski County,0.165805388
21201,KY,Robertson County,0.152948801
21203,KY,Rockcastle County,0.195652174
21205,KY,Rowan County,0.131028715
21207,KY,Russell County,0.181251013
21209,KY,Scott County,0.0642172
21211,KY,Shelby County,0.129185873
21213,KY,Simpson County,0.105222557
21215,KY,Spencer County,0.078821775
21217,KY,Taylor County,0.128753091
21219,KY,Todd County,0.208385639
21221,KY,Trigg County,0.111166851
21223,KY,Trimble County,0.161450571
21225,KY,Union County,0.087360595
21227,KY,Warren County,0.12164124
21229,KY,Washington County,0.133252721
21231,KY,Wayne County,0.228075171
21233,KY,Webster County,0.147972439
21235,KY,Whitley County,0.175037789
21237,KY,Wolfe County,0.340889085
21239,KY,Woodford County,0.081631553
22000,LA,Lousiana,0.137720156
22001,LA,Acadia Parish,0.196951506
22003,LA,Allen Parish,0.202216066
22005,LA,Ascension Parish,0.113118569
22007,LA,Assumption Parish,0.23242266
22009,LA,Avoyelles Parish,0.234317883
22011,LA,Beauregard Parish,0.125035953
22013,LA,Bienville Parish,0.134857019
22015,LA,Bossier Parish,0.0963498
22017,LA,Caddo Parish,0.134500194
22019,LA,Calcasieu Parish,0.118285678
22021,LA,Caldwell Parish,0.231866825
22023,LA,Cameron Parish,0.138910013
22025,LA,Catahoula Parish,0.271675409
22027,LA,Claiborne Parish,0.22080343
22029,LA,Concordia Parish,0.188372643
22031,LA,De Soto Parish,0.175282494
22033,LA,East Baton Rouge Parish,0.095611637
22035,LA,East Carroll Parish,0.344354839
22037,LA,East Feliciana Parish,0.187517184
22039,LA,Evangeline Parish,0.250571495
22041,LA,Franklin Parish,0.231395088
22043,LA,Grant Parish,0.187868894
22045,LA,Iberia Parish,0.164874862
22047,LA,Iberville Parish,0.201618837
22049,LA,Jackson Parish,0.166975366
22051,LA,Jefferson Parish,0.13208463
22053,LA,Jefferson Davis Parish,0.170610616
22055,LA,Lafayette Parish,0.106970954
22057,LA,Lafourche Parish,0.190778943
22059,LA,La Salle Parish,0.189279225
22061,LA,Lincoln Parish,0.111274676
22063,LA,Livingston Parish,0.126434075
22065,LA,Madison Parish,0.245611447
22067,LA,Morehouse Parish,0.199713549
22069,LA,Natchitoches Parish,0.130427132
22071,LA,Orleans Parish,0.118249795
22073,LA,Ouachita Parish,0.118163764
22075,LA,Plaquemines Parish,0.151103013
22077,LA,Pointe Coupee Parish,0.188590191
22079,LA,Rapides Parish,0.129954906
22081,LA,Red River Parish,0.185156993
22083,LA,Richland Parish,0.213590116
22085,LA,Sabine Parish,0.138881631
22087,LA,St. Bernard Parish,0.185204435
22089,LA,St. Charles Parish,0.092952079
22091,LA,St. Helena Parish,0.225574904
22093,LA,St. James Parish,0.140046706
22095,LA,St. John the Baptist Parish,0.138600579
22097,LA,St. Landry Parish,0.217741935
22099,LA,St. Martin Parish,0.16231449
22101,LA,St. Mary Parish,0.189317837
22103,LA,St. Tammany Parish,0.087018545
22105,LA,Tangipahoa Parish,0.175791477
22107,LA,Tensas Parish,0.222334683
22109,LA,Terrebonne Parish,0.188677959
22111,LA,Union Parish,0.134690313
22113,LA,Vermilion Parish,0.168281755
22115,LA,Vernon Parish,0.119814901
22117,LA,Washington Parish,0.18396438
22119,LA,Webster Parish,0.145206221
22121,LA,West Baton Rouge Parish,0.128456067
22123,LA,West Carroll Parish,0.192535802
22125,LA,West Feliciana Parish,0.173839662
22127,LA,Winn Parish,0.182119871
23000,ME,Maine,0.062927932
23001,ME,Androscoggin County,0.082118309
23003,ME,Aroostook County,0.096304165
23005,ME,Cumberland County,0.043335309
23007,ME,Franklin County,0.062836037
23009,ME,Hancock County,0.047784228
23011,ME,Kennebec County,0.062062231
23013,ME,Knox County,0.064105892
23015,ME,Lincoln County,0.060802022
23017,ME,Oxford County,0.081705437
23019,ME,Penobscot County,0.064534546
23021,ME,Piscataquis County,0.086205561
23023,ME,Sagadahoc County,0.058994584
23025,ME,Somerset County,0.089923265
23027,ME,Waldo County,0.069428397
23029,ME,Washington County,0.088165629
23031,ME,York County,0.056111531
24000,MD,Maryland,0.092282933
24001,MD,Allegany County,0.097351021
24003,MD,Anne Arundel County,0.065957014
24005,MD,Baltimore County,0.08399365
24009,MD,Calvert County,0.054747917
24011,MD,Caroline County,0.151330866
24013,MD,Carroll County,0.062088751
24015,MD,Cecil County,0.091801225
24017,MD,Charles County,0.063306158
24019,MD,Dorchester County,0.125795083
24021,MD,Frederick County,0.070639548
24023,MD,Garrett County,0.095785262
24025,MD,Harford County,0.062679628
24027,MD,Howard County,0.046251672
24029,MD,Kent County,0.09396508
24031,MD,Montgomery County,0.08768636
24033,MD,Prince George's County,0.127703126
24035,MD,Queen Anne's County,0.071316085
24037,MD,St. Mary's County,0.083306752
24039,MD,Somerset County,0.167798954
24041,MD,Talbot County,0.083362596
24043,MD,Washington County,0.119217577
24045,MD,Wicomico County,0.122428569
24047,MD,Worcester County,0.072112973
24510,MD,Baltimore city,0.136688775
25000,MA,Massachusetts,0.088359507
25001,MA,Barnstable County,0.043150685
25003,MA,Berkshire County,0.069570605
25005,MA,Bristol County,0.141647915
25007,MA,Dukes County,0.041913088
25009,MA,Essex County,0.102577521
25011,MA,Franklin County,0.063969443
25013,MA,Hampden County,0.138662926
25015,MA,Hampshire County,0.047366582
25017,MA,Middlesex County,0.064286389
25019,MA,Nantucket County,0.037983358
25021,MA,Norfolk County,0.058115469
25023,MA,Plymouth County,0.069948712
25025,MA,Suffolk County,0.129880301
25027,MA,Worcester County,0.084359595
26000,MI,Michigan,0.084196141
26001,MI,Alcona County,0.095723014
26003,MI,Alger County,0.084138133
26005,MI,Allegan County,0.086922869
26007,MI,Alpena County,0.073101457
26009,MI,Antrim County,0.06876239
26011,MI,Arenac County,0.11199505
26013,MI,Baraga County,0.08929144
26015,MI,Barry County,0.065749025
26017,MI,Bay County,0.089024439
26019,MI,Benzie County,0.07020775
26021,MI,Berrien County,0.092303136
26023,MI,Branch County,0.111276156
26025,MI,Calhoun County,0.089758582
26027,MI,Cass County,0.109343291
26029,MI,Charlevoix County,0.060168223
26031,MI,Cheboygan County,0.092765224
26033,MI,Chippewa County,0.078506683
26035,MI,Clare County,0.134947023
26037,MI,Clinton County,0.047368903
26039,MI,Crawford County,0.086401127
26041,MI,Delta County,0.072808541
26043,MI,Dickinson County,0.043423471
26045,MI,Eaton County,0.050807174
26047,MI,Emmet County,0.046185467
26049,MI,Genesee County,0.088476044
26051,MI,Gladwin County,0.116704684
26053,MI,Gogebic County,0.05843247
26055,MI,Grand Traverse County,0.048371045
26057,MI,Gratiot County,0.081579129
26059,MI,Hillsdale County,0.102498644
26061,MI,Houghton County,0.070850843
26063,MI,Huron County,0.090257511
26065,MI,Ingham County,0.063020914
26067,MI,Ionia County,0.084846231
26069,MI,Iosco County,0.105485877
26071,MI,Iron County,0.077328253
26073,MI,Isabella County,0.07482195
26075,MI,Jackson County,0.081656257
26077,MI,Kalamazoo County,0.056964485
26079,MI,Kalkaska County,0.119167376
26081,MI,Kent County,0.078997795
26083,MI,Keweenaw County,0.035735918
26085,MI,Lake County,0.180371073
26087,MI,Lapeer County,0.083096815
26089,MI,Leelanau County,0.036470656
26091,MI,Lenawee County,0.085445005
26093,MI,Livingston County,0.040515075
26095,MI,Luce County,0.076071597
26097,MI,Mackinac County,0.085531764
26099,MI,Macomb County,0.096085592
26101,MI,Manistee County,0.088243093
26103,MI,Marquette County,0.047137895
26105,MI,Mason County,0.066943828
26107,MI,Mecosta County,0.075736049
26109,MI,Menominee County,0.069811321
26111,MI,Midland County,0.053089198
26113,MI,Missaukee County,0.098385565
26115,MI,Monroe County,0.084985524
26117,MI,Montcalm County,0.115232443
26119,MI,Montmorency County,0.11887727
26121,MI,Muskegon County,0.08301299
26123,MI,Newaygo County,0.102375338
26125,MI,Oakland County,0.053539337
26127,MI,Oceana County,0.11624778
26129,MI,Ogemaw County,0.129133555
26131,MI,Ontonagon County,0.067323481
26133,MI,Osceola County,0.112109012
26135,MI,Oscoda County,0.178780965
26137,MI,Otsego County,0.064043814
26139,MI,Ottawa County,0.062287656
26141,MI,Presque Isle County,0.092060065
26143,MI,Roscommon County,0.091679097
26145,MI,Saginaw County,0.094534364
26147,MI,St. Clair County,0.081572796
26149,MI,St. Joseph County,0.13173098
26151,MI,Sanilac County,0.100374944
26153,MI,Schoolcraft County,0.098198344
26155,MI,Shiawassee County,0.07957065
26157,MI,Tuscola County,0.094843271
26159,MI,Van Buren County,0.117008398
26161,MI,Washtenaw County,0.042785146
26163,MI,Wayne County,0.12391872
26165,MI,Wexford County,0.09522174
27000,MN,Minnesota,0.064356059
27001,MN,Aitkin County,0.081567537
27003,MN,Anoka County,0.05857053
27005,MN,Becker County,0.070742905
27007,MN,Beltrami County,0.070382267
27009,MN,Benton County,0.087049616
27011,MN,Big Stone County,0.080545892
27013,MN,Blue Earth County,0.052035302
27015,MN,Brown County,0.068271731
27017,MN,Carlton County,0.061846347
27019,MN,Carver County,0.038059734
27021,MN,Cass County,0.063774344
27023,MN,Chippewa County,0.091321018
27025,MN,Chisago County,0.046720392
27027,MN,Clay County,0.051253566
27029,MN,Clearwater County,0.136669543
27031,MN,Cook County,0.034592626
27033,MN,Cottonwood County,0.088942923
27035,MN,Crow Wing County,0.060067306
27037,MN,Dakota County,0.049066251
27039,MN,Dodge County,0.041288072
27041,MN,Douglas County,0.046568716
27043,MN,Faribault County,0.074505829
27045,MN,Fillmore County,0.083983162
27047,MN,Freeborn County,0.117689859
27049,MN,Goodhue County,0.056031916
27051,MN,Grant County,0.071594607
27053,MN,Hennepin County,0.061337821
27055,MN,Houston County,0.045756513
27057,MN,Hubbard County,0.055832632
27059,MN,Isanti County,0.080376229
27061,MN,Itasca County,0.05618012
27063,MN,Jackson County,0.071558861
27065,MN,Kanabec County,0.099615519
27067,MN,Kandiyohi County,0.088164666
27069,MN,Kittson County,0.042938611
27071,MN,Koochiching County,0.076505108
27073,MN,Lac qui Parle County,0.059889998
27075,MN,Lake County,0.065888138
27077,MN,Lake of the Woods County,0.024182077
27079,MN,Le Sueur County,0.052021358
27081,MN,Lincoln County,0.062248996
27083,MN,Lyon County,0.069825127
27085,MN,McLeod County,0.062071412
27087,MN,Mahnomen County,0.135489777
27089,MN,Marshall County,0.081829693
27091,MN,Martin County,0.066788015
27093,MN,Meeker County,0.060947082
27095,MN,Mille Lacs County,0.097099622
27097,MN,Morrison County,0.080817089
27099,MN,Mower County,0.106097424
27101,MN,Murray County,0.098871023
27103,MN,Nicollet County,0.050278827
27105,MN,Nobles County,0.211805059
27107,MN,Norman County,0.078400715
27109,MN,Olmsted County,0.050371214
27111,MN,Otter Tail County,0.073732502
27113,MN,Pennington County,0.049517284
27115,MN,Pine County,0.087250829
27117,MN,Pipestone County,0.084452975
27119,MN,Polk County,0.072157123
27121,MN,Pope County,0.054378445
27123,MN,Ramsey County,0.090457467
27125,MN,Red Lake County,0.055089383
27127,MN,Redwood County,0.071133724
27129,MN,Renville County,0.094334112
27131,MN,Rice County,0.076908617
27133,MN,Rock County,0.056342365
27135,MN,Roseau County,0.065933014
27137,MN,St. Louis County,0.053734787
27139,MN,Scott County,0.050741375
27141,MN,Sherburne County,0.057167708
27143,MN,Sibley County,0.073620224
27145,MN,Stearns County,0.077486578
27147,MN,Steele County,0.083452494
27149,MN,Stevens County,0.065273701
27151,MN,Swift County,0.089377289
27153,MN,Todd County,0.122208151
27155,MN,Traverse County,0.065559813
27157,MN,Wabasha County,0.05584053
27159,MN,Wadena County,0.093304767
27161,MN,Waseca County,0.071830344
27163,MN,Washington County,0.037420436
27165,MN,Watonwan County,0.128215275
27167,MN,Wilkin County,0.058901683
27169,MN,Winona County,0.066419115
27171,MN,Wright County,0.054539441
27173,MN,Yellow Medicine County,0.077142001
28000,MS,Mississippi,0.143620527
28001,MS,Adams County,0.203234579
28003,MS,Alcorn County,0.190055705
28005,MS,Amite County,0.146037208
28007,MS,Attala County,0.188211821
28009,MS,Benton County,0.256099765
28011,MS,Bolivar County,0.196153469
28013,MS,Calhoun County,0.216483636
28015,MS,Carroll County,0.193006235
28017,MS,Chickasaw County,0.234462781
28019,MS,Choctaw County,0.182628062
28021,MS,Claiborne County,0.183846761
28023,MS,Clarke County,0.148253676
28025,MS,Clay County,0.165568561
28027,MS,Coahoma County,0.187886279
28029,MS,Copiah County,0.162091153
28031,MS,Covington County,0.158011504
28033,MS,DeSoto County,0.089029308
28035,MS,Forrest County,0.110005152
28037,MS,Franklin County,0.163215818
28039,MS,George County,0.151825551
28041,MS,Greene County,0.225629569
28043,MS,Grenada County,0.179497487
28045,MS,Hancock County,0.110950183
28047,MS,Harrison County,0.109710838
28049,MS,Hinds County,0.118928933
28051,MS,Holmes County,0.224202541
28053,MS,Humphreys County,0.237009851
28055,MS,Issaquena County,0.404685836
28057,MS,Itawamba County,0.164511316
28059,MS,Jackson County,0.112844551
28061,MS,Jasper County,0.130624222
28063,MS,Jefferson County,0.215353122
28065,MS,Jefferson Davis County,0.156171914
28067,MS,Jones County,0.139526486
28069,MS,Kemper County,0.184166387
28071,MS,Lafayette County,0.088086243
28073,MS,Lamar County,0.104038795
28075,MS,Lauderdale County,0.154000321
28077,MS,Lawrence County,0.182822086
28079,MS,Leake County,0.189112359
28081,MS,Lee County,0.137511036
28083,MS,Leflore County,0.174615732
28085,MS,Lincoln County,0.145822849
28087,MS,Lowndes County,0.128655419
28089,MS,Madison County,0.077891785
28091,MS,Marion County,0.16355307
28093,MS,Marshall County,0.191157237
28095,MS,Monroe County,0.167083959
28097,MS,Montgomery County,0.223233637
28099,MS,Neshoba County,0.188847056
28101,MS,Newton County,0.158717636
28103,MS,Noxubee County,0.227788419
28105,MS,Oktibbeha County,0.091579732
28107,MS,Panola County,0.19844095
28109,MS,Pearl River County,0.141505006
28111,MS,Perry County,0.153199498
28113,MS,Pike County,0.166487441
28115,MS,Pontotoc County,0.211802155
28117,MS,Prentiss County,0.161906451
28119,MS,Quitman County,0.254005108
28121,MS,Rankin County,0.101946778
28123,MS,Scott County,0.221770148
28125,MS,Sharkey County,0.201848429
28127,MS,Simpson County,0.205811274
28129,MS,Smith County,0.187895212
28131,MS,Stone County,0.15576196
28133,MS,Sunflower County,0.239791923
28135,MS,Tallahatchie County,0.219020173
28137,MS,Tate County,0.14289582
28139,MS,Tippah County,0.221181856
28141,MS,Tishomingo County,0.210907733
28143,MS,Tunica County,0.159487417
28145,MS,Union County,0.217299578
28147,MS,Walthall County,0.182273519
28149,MS,Warren County,0.120285789
28151,MS,Washington County,0.190118009
28153,MS,Wayne County,0.190442727
28155,MS,Webster County,0.15249399
28157,MS,Wilkinson County,0.18656599
28159,MS,Winston County,0.143168253
28161,MS,Yalobusha County,0.147329855
28163,MS,Yazoo County,0.240334855
29000,MO,Missouri,0.090151699
29001,MO,Adair County,0.080996202
29003,MO,Andrew County,0.064951666
29005,MO,Atchison County,0.099562645
29007,MO,Audrain County,0.127206051
29009,MO,Barry County,0.148906487
29011,MO,Barton County,0.123256972
